Sygnatura czasowa,Płeć,Wiek,Miejsce zamieszkania,Wykształcenie,"Miesięczny dochód netto (""na rękę"")",Czy zdarza Ci się kupować kosmetyki zrównoważone?,Które z tych cech posiadanych przez kosmetyki zrównoważone są dla Ciebie najważniejsze lub decydujące przy ich zakupie? (wybierz maksymalnie 3),Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [cena],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [skład],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [marka],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [estetyczne opakowanie],Jak ważne są dla Ciebie poniższe czynniki podczas podejmowania decyzji o zakupie kosmetyków zrównoważonych? [posiadane certyfikaty jakości lub atesty],"Jeśli zobaczę reklamę kosmetyku zrównoważonego, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli kosmetyk zrównoważony zostanie polecony przez lubianego przeze mnie influencera, twórcę na social media lub celebrytę, jest większa szansa, że zdecyduję się na jego zakup.","Jeśli zobaczę kosmetyk zrównoważony w kampanii edukacyjnej lub środowiskowej, jest większa szansa, że zdecyduję się na jego zakup.",Często rozmawiam ze znajomymi o kosmetykach zrównoważonych.,Często polecam moim znajomym wypróbowane przeze mnie kosmetyki zrównoważone.,"Uważam, że jestem w stanie zmienić nastawienie lub/i opinię moich znajomych w kwestii kosmetyków zrównoważonych.","Wybierając kosmetyki zrównoważone, często kieruję się opinią lub rekomendacjami znajomych.","Jeśli moi znajomi używają i polecają konkretny kosmetyk zrównoważony, jest większa szansa, że zdecyduję się na jego zakup.","Uważam, że moi znajomi są w stanie wpłynąć na moją opinię lub/i nastawienie w kwestii kosmetyków zrównoważonych.","Zakupię kosmetyki zrównoważone, nawet jeśli będą droższe niż normalne kosmetyki.","W innych sferach życia poza kosmetykami, często sięgam po ekologiczne, przyjazne dla środowiska produkty (np. artykuły gospodarstwa domowego, ubrania czy artykuły spożywcze).",Regularnie segreguję odpady.,Zwracam uwagę na oszczędzanie energii elektrycznej.,"Jeśli nie stosujesz kosmetyków zrównoważonych, które z tych przyczyn są Ci bliskie? (wybierz maksymalnie 3)"
2024-03-15 17:13:42,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"fair-trade (sprawiedliwy handel), opakowanie z recyklingu",ważne,bardzo ważne,ważne,ważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:20:09,mężczyzna,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"bio (min. 50% składników z upraw biologicznych), carbon-neutral (o neutralnym śladzie węglowym), fair-trade (sprawiedliwy handel)",ważne,ważne,trochę ważne,w ogóle nieważne,ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:21:25,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,ważne,trochę ważne,w ogóle nieważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 17:24:21,kobieta,36-40,wieś,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,w ogóle nieważne,trochę ważne,średnio ważne,raczej się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:28:47,kobieta,20 i poniżej,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",średnio ważne,bardzo ważne,trochę ważne,ważne,ważne,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 17:31:53,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",średnio ważne,ważne,trochę ważne,trochę ważne,trochę ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,
2024-03-15 17:42:05,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",trochę ważne,trochę ważne,średnio ważne,trochę ważne,trochę ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:42:52,mężczyzna,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), wegańskie",ważne,ważne,średnio ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,
2024-03-15 17:45:28,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel)",ważne,ważne,w ogóle nieważne,ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 17:51:10,kobieta,31-35,miejscowość do 250 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",trochę ważne,bardzo ważne,średnio ważne,trochę ważne,bardzo ważne,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:52:44,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3000 i poniżej,tak,cruelty-free (nietestowane na zwierzętach),bardzo ważne,ważne,średnio ważne,ważne,ważne,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 17:57:02,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych), zero-waste (zero odpadów)",bardzo ważne,ważne,średnio ważne,średnio ważne,trochę ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 18:03:30,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,średnie,3000 i poniżej,tak,"naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu, wegańskie",ważne,bardzo ważne,średnio ważne,ważne,bardzo ważne,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 18:05:41,inne/nie chcę podawać,36-40,wieś,inne/nie chcę podawać,nie chcę podawać,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-15 18:32:42,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,ważne,ważne,ważne,średnio ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-15 18:53:25,kobieta,21-25,wieś,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego)",bardzo ważne,bardzo ważne,w ogóle nieważne,średnio ważne,średnio ważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 20:18:30,kobieta,31-35,wieś,wyższe,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), wegańskie",trochę ważne,bardzo ważne,średnio ważne,średnio ważne,bardzo ważne,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 20:26:53,mężczyzna,21-25,wieś,wyższe,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",bardzo ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-15 20:32:42,kobieta,21-25,miejscowość do 100 tys. mieszkańców,średnie,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",trochę ważne,ważne,trochę ważne,średnio ważne,ważne,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-15 20:52:14,inne/nie chcę podawać,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"bio (min. 50% składników z upraw biologicznych), cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",średnio ważne,bardzo ważne,w ogóle nieważne,ważne,bardzo ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się nie zgadzam,
2024-03-15 20:58:57,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,5001 - 6000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu, zero-waste (zero odpadów)",ważne,ważne,trochę ważne,w ogóle nieważne,średnio ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 21:01:13,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,bardzo ważne,średnio ważne,ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 21:01:16,kobieta,36-40,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu, organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,bardzo ważne,w ogóle nieważne,trochę ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,
2024-03-15 21:02:22,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,nie chcę podawać,nie,,,,,,,,,,,,,,,,,,,,"zbyt wysoka cena, krótki okres przydatności do użycia"
2024-03-15 21:39:05,kobieta,26-30,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"bio (min. 50% składników z upraw biologicznych), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",ważne,trochę ważne,średnio ważne,trochę ważne,w ogóle nieważne,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 21:47:50,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",ważne,bardzo ważne,trochę ważne,trochę ważne,bardzo ważne,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-15 23:13:10,kobieta,21-25,miejscowość do 100 tys. mieszkańców,wyższe,3000 i poniżej,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), opakowanie z recyklingu",ważne,średnio ważne,trochę ważne,w ogóle nieważne,ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-16 00:15:17,kobieta,21-25,miejscowość do 100 tys. mieszkańców,średnie,nie chcę podawać,tak,"cruelty-free (nietestowane na zwierzętach), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych), wegańskie",średnio ważne,bardzo ważne,w ogóle nieważne,w ogóle nieważne,bardzo ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-16 01:03:46,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), opakowanie z recyklingu, zero-waste (zero odpadów)",bardzo ważne,średnio ważne,trochę ważne,ważne,ważne,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
2024-03-16 08:29:09,kobieta,36-40,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), opakowanie z recyklingu",trochę ważne,ważne,średnio ważne,ważne,średnio ważne,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-16 09:36:58,kobieta,21-25,wieś,wyższe,4001 - 5000,tak,"opakowanie z recyklingu, wegańskie, zero-waste (zero odpadów)",ważne,ważne,trochę ważne,średnio ważne,trochę ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-16 09:37:15,kobieta,31-35,wieś,średnie,3000 i poniżej,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), organiczne (min. 95% składników pochodzenia naturalnego i z upraw ekologicznych)",ważne,ważne,średnio ważne,ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-16 09:51:09,kobieta,51 i powyżej,miejscowość do 500 tys. mieszkańców,średnie,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego)",trochę ważne,ważne,trochę ważne,w ogóle nieważne,ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-16 10:00:17,kobieta,51 i powyżej,wieś,wyższe,4001 - 5000,tak,"ekologiczne, naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",średnio ważne,bardzo ważne,średnio ważne,średnio ważne,bardzo ważne,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-16 10:13:45,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), naturalne (min. 95% składników pochodzenia naturalnego), opakowanie z recyklingu",bardzo ważne,bardzo ważne,trochę ważne,w ogóle nieważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się nie zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,
2024-03-16 10:33:55,kobieta,21-25,miejscowość do 250 tys. mieszkańców,wyższe,4001 - 5000,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-16 10:35:28,mężczyzna,26-30,miejscowość do 250 tys. mieszkańców,wyższe,nie chcę podawać,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-16 13:55:31,kobieta,21-25,wieś,średnie,5001 - 6000,nie,,,,,,,,,,,,,,,,,,,,niski stopień wiedzy na temat kosmetyków zrównoważonych
2024-03-16 17:25:25,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,6001 - 7000,tak,cruelty-free (nietestowane na zwierzętach),ważne,ważne,średnio ważne,średnio ważne,średnio ważne,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-17 11:59:32,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), naturalne (min. 95% składników pochodzenia naturalnego)",ważne,ważne,trochę ważne,trochę ważne,średnio ważne,raczej się nie zgadzam,raczej się nie zgadzam,raczej się zgadzam,zdecydowanie się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-17 12:04:59,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,4001 - 5000,tak,"cruelty-free (nietestowane na zwierzętach), fair-trade (sprawiedliwy handel), opakowanie z recyklingu",ważne,średnio ważne,średnio ważne,ważne,średnio ważne,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-17 14:45:28,kobieta,36-40,miejscowość do 250 tys. mieszkańców,średnie,3001 - 4000,tak,naturalne (min. 95% składników pochodzenia naturalnego),trochę ważne,ważne,trochę ważne,w ogóle nieważne,ważne,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,
2024-03-17 20:54:46,kobieta,31-35,miejscowość powyżej 500 tys. mieszkańców,wyższe,7001 i powyżej,tak,"cruelty-free (nietestowane na zwierzętach), wegańskie",ważne,bardzo ważne,w ogóle nieważne,ważne,ważne,nie mam zdania/trudno powiedzieć,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,raczej się zgadzam,raczej się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,zdecydowanie się zgadzam,
2024-03-17 20:58:34,kobieta,21-25,miejscowość powyżej 500 tys. mieszkańców,wyższe,3001 - 4000,tak,"cruelty-free (nietestowane na zwierzętach), carbon-neutral (o neutralnym śladzie węglowym)",ważne,bardzo ważne,średnio ważne,ważne,trochę ważne,raczej się zgadzam,raczej się nie zgadzam,zdecydowanie się zgadzam,raczej się nie zgadzam,raczej się nie zgadzam,nie mam zdania/trudno powiedzieć,raczej się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,nie mam zdania/trudno powiedzieć,zdecydowanie się zgadzam,zdecydowanie się zgadzam,raczej się zgadzam,
